time,female_monkeys_territory_1,male_monkeys_territory_1,adult_monkeys_territory_1,young_monkeys_territory_1,starvation_deaths_territory_1,age_deaths_territory_1,moved_female_monkeys_territory_1,female_monkeys_territory_2,male_monkeys_territory_2,adult_monkeys_territory_2,young_monkeys_territory_2,starvation_deaths_territory_2,age_deaths_territory_2,moved_female_monkeys_territory_2
22680,0,1,1,0,95,27,0,0,0,0,0,109,28,0
23040,0,1,1,0,95,27,0,0,0,0,0,109,28,0
23400,0,1,1,0,95,27,0,0,0,0,0,109,28,0
23760,0,1,1,0,95,27,0,0,0,0,0,109,28,0
24120,0,1,1,0,95,27,0,0,0,0,0,109,28,0
24480,0,1,1,0,95,27,0,0,0,0,0,109,28,0
24840,0,0,0,0,95,28,0,0,0,0,0,109,28,0
25200,0,0,0,0,95,28,0,0,0,0,0,109,28,0
25560,0,0,0,0,95,28,0,0,0,0,0,109,28,0
25920,0,0,0,0,95,28,0,0,0,0,0,109,28,0
26280,0,0,0,0,95,28,0,0,0,0,0,109,28,0
26640,0,0,0,0,95,28,0,0,0,0,0,109,28,0
27000,0,0,0,0,95,28,0,0,0,0,0,109,28,0
27360,0,0,0,0,95,28,0,0,0,0,0,109,28,0
27720,0,0,0,0,95,28,0,0,0,0,0,109,28,0
28080,0,0,0,0,95,28,0,0,0,0,0,109,28,0
28440,0,0,0,0,95,28,0,0,0,0,0,109,28,0
28800,0,0,0,0,95,28,0,0,0,0,0,109,28,0
29160,0,0,0,0,95,28,0,0,0,0,0,109,28,0
29520,0,0,0,0,95,28,0,0,0,0,0,109,28,0
29880,0,0,0,0,95,28,0,0,0,0,0,109,28,0
30240,0,0,0,0,95,28,0,0,0,0,0,109,28,0
30600,0,0,0,0,95,28,0,0,0,0,0,109,28,0
30960,0,0,0,0,95,28,0,0,0,0,0,109,28,0
31320,0,0,0,0,95,28,0,0,0,0,0,109,28,0
31680,0,0,0,0,95,28,0,0,0,0,0,109,28,0
32040,0,0,0,0,95,28,0,0,0,0,0,109,28,0
32400,0,0,0,0,95,28,0,0,0,0,0,109,28,0
32760,0,0,0,0,95,28,0,0,0,0,0,109,28,0
33120,0,0,0,0,95,28,0,0,0,0,0,109,28,0
33480,0,0,0,0,95,28,0,0,0,0,0,109,28,0
33840,0,0,0,0,95,28,0,0,0,0,0,109,28,0
34200,0,0,0,0,95,28,0,0,0,0,0,109,28,0
34560,0,0,0,0,95,28,0,0,0,0,0,109,28,0
34920,0,0,0,0,95,28,0,0,0,0,0,109,28,0
35280,0,0,0,0,95,28,0,0,0,0,0,109,28,0
35640,0,0,0,0,95,28,0,0,0,0,0,109,28,0
36000,0,0,0,0,95,28,0,0,0,0,0,109,28,0
