time,female_monkeys_territory_1,male_monkeys_territory_1,adult_monkeys_territory_1,young_monkeys_territory_1,starvation_deaths_territory_1,age_deaths_territory_1,moved_female_monkeys_territory_1,female_monkeys_territory_2,male_monkeys_territory_2,adult_monkeys_territory_2,young_monkeys_territory_2,starvation_deaths_territory_2,age_deaths_territory_2,moved_female_monkeys_territory_2
14040,37,22,31,28,179,43,20,54,35,43,46,138,39,30
14400,42,22,32,32,179,44,20,51,37,40,48,138,43,27
14760,46,22,33,35,179,46,21,53,37,39,51,139,44,27
15120,51,26,38,39,179,46,24,52,39,41,50,139,45,28
15480,58,26,35,49,180,50,25,53,35,42,46,161,47,26
15840,57,27,37,47,180,50,25,58,37,41,54,162,51,27
16200,56,28,37,47,184,52,23,57,37,41,53,168,52,29
16560,59,28,38,49,184,53,23,52,34,39,47,178,53,27
16920,62,27,32,57,194,53,18,53,33,41,45,199,53,22
17280,61,27,36,52,196,53,22,60,32,39,53,201,57,24
17640,61,25,36,50,202,54,24,58,32,37,53,209,58,25
18000,61,26,40,47,202,54,24,59,33,38,54,212,59,25
18360,49,30,36,43,227,55,21,45,33,32,46,243,60,17
18720,49,30,36,43,227,56,21,49,32,34,47,245,63,17
19080,52,32,39,45,227,57,20,54,31,37,48,246,63,18
19440,50,33,38,45,231,58,18,54,31,38,47,246,66,18
19800,52,39,37,54,244,61,19,54,30,45,39,259,66,27
20160,55,39,36,58,244,65,22,55,32,47,40,260,68,27
20520,57,41,39,59,244,65,24,51,34,48,37,264,70,26
20880,53,38,36,55,250,67,21,52,37,49,40,264,70,26
21240,39,29,33,35,289,67,19,46,32,43,35,293,70,22
21600,45,33,36,42,289,67,22,45,34,40,39,293,75,21
21960,49,33,36,46,289,68,23,45,34,41,38,293,75,21
22320,49,33,38,44,289,69,24,51,35,43,43,293,75,24
22680,51,33,40,44,296,71,24,53,36,43,46,310,76,28
23040,56,36,42,50,296,72,25,49,34,40,43,319,77,25
23400,55,35,39,51,301,72,22,48,33,39,42,320,80,23
23760,56,36,38,54,302,72,21,50,35,41,44,320,80,23
24120,51,33,38,46,321,74,20,49,32,34,47,346,80,18
24480,54,35,42,47,323,75,22,51,31,36,46,346,83,20
24840,51,33,41,43,327,76,21,55,29,36,48,347,85,21
25200,56,33,43,46,327,78,25,55,30,38,47,347,85,23
25560,38,25,31,32,375,79,17,63,27,44,46,358,86,28
25920,45,27,37,35,375,81,18,56,29,38,47,359,91,22
26280,47,29,38,38,375,82,18,57,29,38,48,359,92,22
26640,49,32,39,42,375,82,19,56,28,39,45,359,94,22
27000,63,34,45,52,379,82,28,55,30,39,46,375,94,22
27360,56,30,37,49,394,84,23,57,34,38,53,377,95,23
27720,57,30,38,49,399,84,24,57,36,39,54,378,95,25
28080,55,33,38,50,402,85,23,56,35,42,49,381,95,27
28440,45,25,35,35,438,85,24,27,17,19,25,450,95,12
28800,43,22,33,32,438,88,24,33,19,23,29,450,96,14
29160,42,24,32,34,438,89,23,35,20,25,30,450,96,15
29520,42,24,33,33,438,90,23,38,20,25,33,450,97,16
29880,50,35,41,44,439,90,28,47,22,31,38,452,97,21
30240,49,32,37,44,445,93,26,49,24,33,40,452,97,21
30600,50,33,39,44,445,93,27,51,25,32,44,452,99,22
30960,50,33,41,42,445,93,27,53,26,32,47,452,99,22
31320,29,18,22,25,510,93,15,59,27,40,46,460,99,28
31680,35,19,25,29,510,93,18,56,29,40,45,460,101,26
32040,39,21,27,33,510,93,19,57,30,39,48,462,101,25
32400,43,21,29,35,510,93,21,54,32,38,48,463,101,24
32760,58,30,43,45,510,93,30,49,34,38,45,479,101,24
33120,56,30,37,49,513,97,27,52,34,40,46,479,103,24
33480,57,30,36,51,515,97,27,53,36,44,45,485,103,25
33840,54,28,33,49,521,99,24,53,39,46,46,485,103,25
34200,59,31,43,47,532,99,31,33,18,20,31,545,104,14
34560,58,32,40,50,535,102,28,37,19,26,30,545,104,16
34920,53,29,36,46,544,102,26,42,22,30,34,545,104,19
35280,51,28,34,45,548,102,25,44,23,31,36,545,104,20
35640,54,36,46,44,549,102,29,59,30,37,52,545,104,27
36000,40,31,36,35,577,103,21,55,31,35,51,547,107,25
36360,44,36,41,39,577,103,22,55,32,36,51,549,107,25
36720,45,36,42,39,577,103,22,54,30,35,49,553,108,23
37080,47,38,44,41,595,103,24,49,27,32,44,576,108,22
37440,49,37,42,44,596,107,24,47,29,32,44,576,112,21
37800,47,37,37,47,601,109,20,54,29,36,47,576,113,24
38160,47,36,36,47,605,109,19,55,28,35,48,576,114,24
38520,56,33,40,49,620,110,25,54,37,42,49,579,114,25
38880,44,30,31,43,636,115,17,48,33,35,46,593,117,22
39240,46,35,36,45,636,116,17,49,35,35,49,593,118,22
39600,47,33,36,44,639,117,17,49,33,33,49,596,118,21
39960,50,38,44,44,647,117,19,53,36,40,49,598,118,23
40320,39,36,37,38,667,118,15,53,35,39,49,602,120,23
40680,49,38,43,44,667,120,19,50,36,39,47,606,121,22
41040,49,38,43,44,669,120,20,51,36,40,47,607,122,23
41400,51,39,43,47,680,120,24,52,33,48,37,618,122,24
41760,44,32,36,40,696,123,22,53,36,47,42,619,126,23
42120,49,35,39,45,696,124,23,48,34,46,36,632,126,21
42480,49,36,39,46,697,124,23,48,36,45,39,632,128,19
42840,55,37,45,47,700,124,25,52,36,44,44,637,130,21
43200,52,37,43,46,706,125,22,51,38,41,48,643,133,20
43560,50,38,46,42,714,127,24,44,32,33,43,664,135,17
43920,47,40,45,42,715,128,23,45,31,33,43,668,137,18
44280,46,38,44,40,727,128,25,51,32,38,45,668,137,23
44640,52,40,46,46,729,131,24,54,31,38,47,668,139,23
45000,21,28,24,25,783,132,12,53,33,38,48,676,139,22
45360,23,29,24,28,783,133,13,55,31,37,49,677,140,22
45720,33,31,32,32,783,133,17,52,30,38,44,679,141,21
46080,38,31,34,35,783,134,18,55,32,39,48,679,143,20
46440,51,30,38,43,787,134,24,52,36,42,46,681,143,21
46800,49,31,36,44,791,135,23,51,37,44,44,683,144,21
47160,54,31,37,48,793,136,24,50,36,46,40,688,144,20
47520,51,26,32,45,802,140,19,39,31,35,35,718,147,16
47880,50,31,36,45,803,140,19,43,39,44,38,719,147,19
48240,51,32,38,45,803,140,19,47,41,45,43,719,149,19
48600,51,35,44,42,803,140,24,49,41,46,44,723,149,24
48960,54,33,47,40,810,142,29,37,29,30,36,761,150,20
49320,53,34,47,40,811,144,29,47,35,43,39,761,151,26
49680,52,35,45,42,813,146,27,49,37,40,46,763,155,24
50040,49,30,42,37,823,147,25,48,37,40,45,768,155,24
50400,53,31,41,43,828,147,27,26,26,21,31,816,158,12
50760,49,35,39,45,832,149,25,31,26,25,32,816,159,15
51120,48,32,35,45,838,149,23,36,28,28,36,816,160,17
51480,48,33,36,45,838,149,23,38,29,28,39,816,160,17
51840,47,33,34,46,842,154,20,46,33,35,44,817,160,19
52200,49,38,38,49,842,156,23,50,32,39,43,818,161,24
52560,51,39,35,55,848,160,20,43,33,41,35,829,161,24
52920,46,38,35,49,852,161,19,49,33,44,38,829,161,27
53280,42,38,33,47,869,163,16,52,36,47,41,834,161,28
53640,42,39,37,44,870,165,15,55,38,48,45,834,161,28
54000,41,43,33,51,876,166,16,40,34,39,35,862,162,21
